yyyymm,price,dividend,earnings,book.to.market,t.bill,aaa.rate,baa.rate,long.term.yield,net.equity,risk.free.rate,inflation,long.term.rate,corp.bond,stock.variance,cross.sec.premium,crsp.vw,crsp.vwx
195409,32.31,1.47,2.63,0.677745104,0.0101,0.0289,0.0347,0.0271,0.016832821,0.000841667,-0.0024845,-0.001,0.004,0.000430631,0.002207768,0.0825,0.080888
195410,31.68,1.4933,2.6767,0.693758164,0.0098,0.0287,0.0346,0.0271,0.017529217,0.000816667,-0.0024907,0.0006,0.004,0.000391344,0.002914384,-0.017867,-0.018659
195411,34.24,1.5167,2.7233,0.631641544,0.0093,0.0289,0.0345,0.0274,0.01411906,0.000775,0.0012461,-0.0025,0.0025,0.000983051,0.003319816,0.095774,0.082712
195412,35.98,1.54,2.77,0.604119785,0.0115,0.029,0.0345,0.0272,0.026586409,0.000958333,-0.0024938,0.0064,0.0017,0.000717368,0.002845475,0.054288,0.052361
195501,36.63,1.5467,2.8333,0.597558888,0.0122,0.0293,0.0345,0.0286,0.025962289,0.001016667,0,-0.0241,-0.0097,0.001761393,0.002790374,0.018076,0.017591
195502,36.76,1.5533,2.8967,0.593148324,0.0117,0.0293,0.0347,0.0292,0.0276189,0.000975,0,-0.0078,-0.0063,0.000433572,0.002469542,0.013555,0.005475
195503,36.58,1.56,2.96,0.607761777,0.0128,0.0302,0.0348,0.0288,0.027542279,0.001066667,0,0.0087,0.0092,0.002313194,0.002822056,-0.002242,-0.003851
195504,37.96,1.5633,3.0467,0.584987666,0.0159,0.0301,0.0349,0.029,0.026081267,0.001325,0,0.0001,-0.0001,0.000401974,0.00123108,0.039843,0.038885
195505,37.91,1.5667,3.1333,0.586075413,0.0145,0.0304,0.035,0.0287,0.025021786,0.001208333,0,0.0073,-0.0018,0.000641205,0.001413363,0.006439,-0.001074
195506,41.03,1.57,3.22,0.551641632,0.0141,0.0305,0.0351,0.0293,0.025010009,0.001175,0,-0.0076,0.0029,0.000403805,0.000454198,0.0813,0.07993
195507,43.52,1.5867,3.2933,0.534506816,0.016,0.0306,0.0352,0.03,0.024393174,0.001333333,0.0037383,-0.0102,-0.0041,0.000762411,0.000641264,0.057643,0.057066
195508,43.18,1.6033,3.3667,0.531846726,0.019,0.0311,0.0356,0.0301,0.026295646,0.001583333,-0.0024907,0.0004,-0.0038,0.000719254,0.000573748,-0.000648,-0.008313
195509,43.67,1.62,3.44,0.533624791,0.0207,0.0313,0.0359,0.0298,0.025261307,0.001725,0.0037337,0.0073,0.0076,0.005118874,0.000206388,0.011286,0.010117
195510,42.34,1.6267,3.5,0.54740915,0.0223,0.031,0.0359,0.0292,0.024721476,0.001858333,0,0.0144,0.0078,0.001840997,0.000632409,-0.030468,-0.031
195511,45.51,1.6333,3.56,0.51525059,0.0224,0.031,0.0358,0.0295,0.025676614,0.001866667,0.0012415,-0.0045,-0.003,0.000899663,0.000372768,0.087831,0.07513
195512,45.48,1.64,3.62,0.50982801,0.0254,0.0315,0.0362,0.0295,0.025153232,0.002116667,-0.0024845,0.0037,0.0063,0.000315418,0.000243799,-0.000309,-0.001685
195601,43.82,1.67,3.6433,0.528954412,0.0241,0.0311,0.036,0.0292,0.026340593,0.002008333,-0.0012446,0.0083,0.0104,0.001004488,-0.000397533,-0.035057,-0.036279
195602,45.34,1.7,3.6667,0.514835108,0.0232,0.0308,0.0358,0.0293,0.024093392,0.001933333,0,-0.0002,0.0026,0.000868035,0.000363753,0.041397,0.034458
195603,48.48,1.73,3.69,0.5310772,0.0225,0.031,0.036,0.0303,0.026624457,0.001875,0.0012446,-0.0149,-0.0146,0.00062901,0.000741498,0.070328,0.069226
195604,48.38,1.7533,3.66,0.526621716,0.026,0.0324,0.0368,0.0311,0.026160381,0.002166667,0.001243,-0.0113,-0.0115,0.00071142,0.000451815,-0.000637,-0.001425
195605,45.2,1.7767,3.63,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029221514,0.002175,0.0049566,0.0225,0.0052,0.001604903,0.000504808,-0.058414,-0.065976
195606,46.97,1.8,3.6,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025603665,0.002075,0.0061614,0.0027,-0.0018,0.000881909,0.000939936,0.03891,0.037762
195607,49.39,1.8133,3.5533,0.524902957,0.0231,0.0328,0.038,0.0313,0.024675954,0.001925,0.007344,-0.0209,-0.0093,0.000350591,0.001015523,0.051427,0.050618
195608,47.51,1.8267,3.5067,0.541391124,0.026,0.0343,0.0393,0.0325,0.023751447,0.002166667,-0.0012203,-0.0187,-0.0208,0.00096686,0.00101047,-0.032788,-0.039976
195609,45.35,1.84,3.46,0.571909521,0.0284,0.0356,0.0407,0.0324,0.02930552,0.002366667,0.0012203,0.005,0.0012,0.000713293,0.001359354,-0.044019,-0.045124
195610,45.58,1.8067,3.4433,0.566427008,0.029,0.0359,0.0417,0.0329,0.029403413,0.002416667,0.006079,-0.0054,-0.0105,0.001279425,0.001272093,0.006619,0.005298
195611,45.08,1.7733,3.4267,0.574897415,0.0299,0.0369,0.0424,0.0333,0.02705853,0.002491667,0,-0.0057,-0.0126,0.001375359,0.001541595,-0.001921,-0.011161
195612,46.67,1.74,3.41,0.544176827,0.0321,0.0375,0.0437,0.0345,0.027672432,0.002675,0.0024213,-0.0179,-0.0082,0.000598336,0.000969841,0.036284,0.034442
195701,44.72,1.7367,3.4067,0.567242675,0.0311,0.0377,0.0449,0.0328,0.027891648,0.002591667,0.0012085,0.0346,0.0197,0.000640994,0.000738582,-0.040238,-0.041569
195702,43.26,1.7333,3.4033,0.584994189,0.031,0.0367,0.0447,0.0328,0.030065635,0.002583333,0.0036166,0.0025,0.0093,0.001042608,0.000827314,-0.024918,-0.032822
195703,44.11,1.73,3.4,0.599818875,0.0308,0.0366,0.0443,0.0331,0.026483526,0.002566667,0.0024038,-0.0024,0.005,0.000302747,0.001054099,0.023799,0.020732
195704,45.74,1.73,3.4067,0.57609839,0.0307,0.0367,0.0444,0.0345,0.027295947,0.002558333,0.003595,-0.0222,-0.0066,0.000278116,0.002142112,0.046407,0.045087
195705,47.43,1.73,3.4133,0.56403858,0.0306,0.0374,0.0452,0.0348,0.028738042,0.00255,0.0023895,-0.0023,-0.0075,0.000422119,0.00242219,0.03866,0.033111
195706,47.37,1.73,3.42,0.565876532,0.0329,0.0391,0.0463,0.0361,0.030415046,0.002741667,0.0059489,-0.018,-0.0322,0.000534837,0.00217603,-0.00078,-0.003701
195707,47.91,1.74,3.4367,0.560056635,0.0316,0.0399,0.0473,0.0365,0.032245639,0.002633333,0.0047337,-0.0041,-0.011,0.000513328,0.00163121,0.009676,0.008149
195708,45.22,1.75,3.4533,0.588004542,0.0337,0.041,0.0482,0.0367,0.035742891,0.002808333,0.0011799,0.0002,-0.0009,0.002017893,0.001349582,-0.048924,-0.054128
195709,42.42,1.76,3.47,0.624150778,0.0353,0.0412,0.0493,0.0364,0.034222094,0.002941667,0.0011786,0.0076,0.0095,0.001479861,0.001116985,-0.057911,-0.060673
195710,41.06,1.77,3.4367,0.645746418,0.0358,0.041,0.0499,0.0369,0.038269183,0.002983333,0,-0.005,0.0023,0.004966164,0.001123013,-0.038641,-0.040353
195711,41.72,1.78,3.4033,0.633071776,0.0331,0.0408,0.0509,0.034,0.040848743,0.002758333,0.0035273,0.0533,0.0311,0.003389295,0.000804086,0.02356,0.016316
195712,39.99,1.79,3.37,0.653675779,0.0304,0.0381,0.0503,0.0323,0.032938543,0.002533333,0,0.0307,0.0685,0.001230181,0.000667927,-0.037522,-0.041114
195801,41.7,1.7833,3.2933,0.632860762,0.0244,0.036,0.0483,0.033,0.029835074,0.002033333,0.0058514,-0.0084,0.0099,0.00077631,0.000290267,0.045881,0.044695
195802,40.84,1.7767,3.2167,0.647390435,0.0153,0.0359,0.0466,0.0325,0.027677668,0.001275,0.0011662,0.01,-0.0008,0.000667896,0.000630306,-0.013963,-0.020166
195803,42.1,1.77,3.14,0.668591638,0.013,0.0363,0.0468,0.0321,0.028858444,0.001083333,0.0069687,0.0102,-0.0046,0.000475166,0.000187321,0.03312,0.029812
195804,43.44,1.7567,3.07,0.655245031,0.0113,0.036,0.0467,0.0311,0.026971577,0.000941667,0.0023121,0.0186,0.0163,0.000679719,0.000591781,0.033448,0.031979
195805,44.09,1.7433,3,0.645558677,0.0091,0.0357,0.0462,0.0313,0.022819262,0.000758333,0,0.0001,0.0031,0.000389349,0.000339673,0.021308,0.015475
195806,45.24,1.73,2.93,0.62466017,0.0083,0.0357,0.0455,0.0324,0.021374088,0.000691667,0.0011541,-0.016,-0.0038,0.000406832,0.000757718,0.028023,0.024929
195807,47.19,1.73,2.9133,0.593848784,0.0091,0.0367,0.0453,0.0343,0.016895171,0.000758333,0.0011527,-0.0278,-0.0153,0.000609352,0.000948139,0.04404,0.042501
195808,47.75,1.73,2.8967,0.587263826,0.0169,0.0385,0.0467,0.0371,0.015042651,0.001408333,-0.0011527,-0.0435,-0.032,0.000567293,0.001246582,0.017888,0.013137
195809,50.06,1.73,2.88,0.561371197,0.0244,0.0409,0.0487,0.038,0.013966461,0.002033333,0,-0.0117,-0.0096,0.000451327,0.001397779,0.050777,0.047901
195810,51.33,1.7367,2.8833,0.549869298,0.0263,0.0411,0.0492,0.0374,0.012260988,0.002191667,0,0.0138,0.0107,0.000722313,0.001163452,0.027719,0.026231
195811,52.48,1.7433,2.8867,0.535823198,0.0267,0.0409,0.0487,0.0368,0.011494295,0.002225,0.0011527,0.012,0.0105,0.001491238,0.00152852,0.028534,0.023285
195812,55.21,1.75,2.89,0.51177932,0.0277,0.0408,0.0485,0.0382,0.023636454,0.002308333,-0.0011527,-0.0181,-0.0058,0.000647448,0.001585812,0.053855,0.051181
195901,55.42,1.7567,2.9633,0.502895818,0.0282,0.0412,0.0487,0.0408,0.027675384,0.00235,0.0011527,-0.008,-0.0028,0.000551758,0.001722387,0.006423,0.00549
195902,55.41,1.7633,3.0367,0.494946148,0.027,0.0414,0.0489,0.0402,0.027845409,0.00225,-0.0011527,0.0117,0.0126,0.000776397,0.001945027,0.006793,0.002274
195903,55.44,1.77,3.11,0.516860282,0.028,0.0413,0.0485,0.0403,0.024940484,0.002333333,0,0.0017,-0.0083,0.000461212,0.001768307,0.003184,0.000665
195904,57.59,1.7767,3.2067,0.498597194,0.0295,0.0423,0.0486,0.0414,0.024309163,0.002458333,0.0011527,-0.0117,-0.0172,0.000424031,0.001357063,0.040105,0.039146
195905,58.68,1.7833,3.3033,0.48307678,0.0284,0.0437,0.0496,0.0417,0.0258354,0.002366667,0.0011514,-0.0005,-0.0114,0.000414529,0.001912644,0.02351,0.018906
195906,58.47,1.79,3.4,0.483219391,0.0321,0.0446,0.0504,0.0419,0.026842185,0.002675,0.0045924,0.001,0.0044,0.000895176,0.001917092,-0.000861,-0.003326
195907,60.51,1.7967,3.41,0.460822665,0.032,0.0447,0.0508,0.0417,0.027094796,0.002666667,0.0022883,0.006,0.0089,0.00043715,0.001585929,0.034324,0.033336
195908,59.6,1.8033,3.42,0.468084466,0.0338,0.0443,0.0509,0.0423,0.028109645,0.002816667,-0.0011435,-0.0041,-0.0068,0.001048583,0.001439553,-0.011055,-0.015177
195909,56.88,1.81,3.43,0.492337893,0.0404,0.0452,0.0518,0.0429,0.030472045,0.003366667,0.0034266,-0.0057,-0.0088,0.001692631,0.001397017,-0.043064,-0.045464
195910,57.52,1.8167,3.4167,0.48097742,0.0405,0.0457,0.0528,0.0421,0.03096579,0.003375,0.0034149,0.015,0.0165,0.000584117,0.001331631,0.012502,0.011367
195911,58.28,1.8233,3.4033,0.471798295,0.0415,0.0456,0.0526,0.0432,0.029685358,0.003458333,0,-0.0119,0.0135,0.000433275,0.0015159,0.018378,0.012989
195912,59.89,1.83,3.39,0.457783797,0.0449,0.0458,0.0528,0.0447,0.022820226,0.003741667,0,-0.0159,-0.0096,0.000270588,0.000975372,0.029575,0.026864
196001,55.61,1.8667,3.39,0.499502104,0.0435,0.0461,0.0534,0.0441,0.022083743,0.003625,-0.001137,0.0112,0.0107,0.000840587,0.000888552,-0.070043,-0.070943
196002,56.12,1.9033,3.39,0.493556783,0.0396,0.0456,0.0534,0.0429,0.02400731,0.0033,0.001137,0.0204,0.0128,0.001071778,0.000660848,0.013671,0.008873
196003,55.34,1.94,3.39,0.549798083,0.0331,0.0449,0.0525,0.0411,0.025561153,0.002758333,0,0.0282,0.0191,0.00095798,0.000360982,-0.01259,-0.015259
196004,54.37,1.9433,3.3467,0.56340369,0.0323,0.0445,0.052,0.0426,0.025546444,0.002691667,0.0056657,-0.017,-0.0022,0.000580127,0.000121487,-0.016174,-0.017157
196005,55.83,1.9467,3.3033,0.541966427,0.0329,0.0446,0.0528,0.0417,0.024388061,0.002741667,0,0.0152,-0.0021,0.000427558,-3.57588E-05,0.033388,0.028179
196006,56.92,1.95,3.26,0.529174862,0.0246,0.0445,0.0526,0.0407,0.024238669,0.00205,0.0022573,0.0173,0.0141,0.000424292,-4.2243E-06,0.022049,0.019383
196007,55.51,1.95,3.2633,0.549673277,0.023,0.0441,0.0522,0.0382,0.025744526,0.001916667,0,0.0368,0.0257,0.000979639,-0.000448598,-0.02295,-0.023814
196008,56.96,1.95,3.2667,0.541542197,0.023,0.0428,0.0508,0.039,0.025161928,0.001916667,0,-0.0067,0.0117,0.000604914,-0.00077143,0.031519,0.026257
196009,53.52,1.95,3.27,0.584341711,0.0248,0.0425,0.0501,0.0387,0.028274095,0.002066667,0.0011268,0.0075,-0.0063,0.001782648,-0.001194357,-0.058642,-0.060851
196010,53.39,1.95,3.27,0.584120201,0.023,0.043,0.0511,0.0391,0.027788299,0.001916667,0.0044944,-0.0028,0.0008,0.001036506,-0.000896879,-0.00119,-0.002516
196011,55.54,1.95,3.27,0.567630019,0.0237,0.0431,0.0508,0.0399,0.026004812,0.001975,0.0011204,-0.0066,-0.007,0.000621712,-0.000955278,0.045926,0.03983
196012,58.11,1.95,3.27,0.550422965,0.0225,0.0435,0.051,0.038,0.022678545,0.001875,0,0.0279,0.0104,0.000403493,-0.001362514,0.048751,0.046512
196101,61.78,1.9467,3.21,0.522986733,0.0224,0.0432,0.051,0.0404,0.021738937,0.001866667,0,-0.0107,0.0148,0.00068054,-0.001330627,0.064234,0.063096
196102,63.44,1.9433,3.15,0.512022716,0.0242,0.0427,0.0507,0.0392,0.019347884,0.002016667,0,0.02,0.021,0.000525633,-0.001254178,0.032803,0.028575
196103,65.06,1.94,3.09,0.546679869,0.0239,0.0422,0.0502,0.0397,0.022665441,0.001991667,0,-0.0037,-0.0029,0.000380338,-0.001214966,0.029311,0.02702
196104,65.31,1.94,3.07,0.545004494,0.0229,0.0425,0.0501,0.0391,0.023186277,0.001908333,0,0.0115,-0.0116,0.001010863,-0.001504075,0.004567,0.003873
196105,66.56,1.94,3.05,0.530916294,0.0229,0.0427,0.0501,0.0397,0.022396666,0.001908333,0,-0.0046,0.0049,0.000384235,-0.001462735,0.023462,0.018837
196106,64.64,1.94,3.03,0.540821101,0.0233,0.0433,0.0503,0.0404,0.022412365,0.001941667,0.0011192,-0.0075,-0.008,0.000524453,-0.001148127,-0.026676,-0.028726
196107,66.76,1.9467,3.0367,0.524405631,0.0224,0.0441,0.0509,0.0404,0.025110653,0.001866667,0.0044643,0.0035,0.004,0.000585205,-0.001542254,0.033757,0.033082
196108,68.07,1.9533,3.0433,0.513792816,0.0239,0.0445,0.0511,0.041,0.025356081,0.001991667,-0.0011142,-0.0038,-0.0018,0.000368097,-0.001998608,0.024769,0.019553
196109,66.73,1.96,3.05,0.527516721,0.0228,0.0445,0.0512,0.0403,0.024892236,0.0019,0.0022272,0.0129,0.0144,0.000784833,-0.002292368,-0.018677,-0.020527
196110,68.62,1.98,3.0967,0.525485851,0.023,0.0442,0.0513,0.04,0.025762011,0.001916667,0,0.0071,0.0127,0.000244289,-0.00203613,0.028297,0.026915
196111,71.32,2,3.1433,0.512610865,0.0248,0.0439,0.0511,0.0404,0.025499798,0.002066667,0,-0.002,0.0028,0.00033243,-0.002073447,0.045141,0.039242
196112,71.55,2.02,3.19,0.505922258,0.026,0.0442,0.051,0.0415,0.022303221,0.002166667,0,-0.0125,-0.0026,0.00029083,-0.002210744,0.004733,0.003493
196201,68.84,2.0267,3.25,0.528428571,0.0272,0.0442,0.0508,0.0419,0.024698824,0.002266667,0,-0.0014,0.008,0.000753549,-0.002298745,-0.037395,-0.03873
196202,69.96,2.0333,3.31,0.522420733,0.0273,0.0442,0.0507,0.0414,0.02875824,0.002275,0.0022222,0.0103,0.0052,0.000244401,-0.002209728,0.020573,0.016132
196203,69.55,2.04,3.37,0.545724592,0.0272,0.0439,0.0504,0.0398,0.024053381,0.002266667,0.0022173,0.0253,0.0151,0.000266577,-0.002884136,-0.003822,-0.005116
196204,65.24,2.0467,3.4033,0.579862625,0.0273,0.0433,0.0502,0.0394,0.02512958,0.002275,0.0022124,0.0082,0.0142,0.001044567,-0.002394846,-0.061767,-0.062467
196205,59.63,2.0533,3.4367,0.628994392,0.0269,0.0428,0.05,0.0393,0.02769848,0.002241667,0,0.0046,0,0.010705113,-0.002905911,-0.079923,-0.08557
196206,54.75,2.06,3.47,0.687357469,0.0273,0.0428,0.0502,0.0401,0.026432344,0.002275,0,-0.0076,-0.0026,0.006163984,-0.002795277,-0.080691,-0.082243
196207,58.23,2.0667,3.49,0.64522603,0.0292,0.0434,0.0505,0.0412,0.029690328,0.002433333,0.0022075,-0.0109,-0.0015,0.001785208,-0.002562627,0.065282,0.064049
196208,59.12,2.0733,3.51,0.633310352,0.0282,0.0435,0.0506,0.0401,0.028547885,0.00235,0,0.0187,0.0143,0.000755587,-0.002749597,0.021669,0.015803
196209,56.27,2.08,3.53,0.666344261,0.0278,0.0432,0.0503,0.0398,0.029778356,0.002316667,0.0054975,0.0061,0.0089,0.001097843,-0.002921802,-0.048816,-0.050259
196210,56.52,2.0967,3.5767,0.654153314,0.0274,0.0428,0.0499,0.0395,0.027273382,0.002283333,-0.0010971,0.0084,0.0068,0.003090732,-0.002283763,0.008313,0.006405
196211,62.26,2.1133,3.6233,0.594178346,0.0283,0.0425,0.0496,0.0396,0.024067934,0.002358333,0,0.0021,0.0062,0.001212468,-0.002819534,0.108268,0.100528
196212,63.1,2.13,3.67,0.591627051,0.0287,0.0424,0.0492,0.0395,0.019237912,0.002391667,-0.0010983,0.0035,0.0023,0.000504898,-0.002796575,0.015534,0.01404
196301,66.2,2.1367,3.6833,0.564984989,0.0291,0.0421,0.0491,0.0398,0.016441036,0.002425,0.0010983,-0.0001,0.0059,0.000648674,-0.00305027,0.050367,0.048957
196302,64.29,2.1433,3.6967,0.581953118,0.0292,0.0419,0.0489,0.04,0.012522859,0.002433333,0.0010971,0.0008,0.0023,0.000346431,-0.003089722,-0.024189,-0.029164
196303,66.57,2.15,3.71,0.587528571,0.0289,0.0419,0.0488,0.0401,0.013689506,0.002408333,0.0010959,0.0009,0.0026,0.00030294,-0.00299588,0.036581,0.035156
196304,69.8,2.1667,3.7533,0.558729274,0.029,0.0421,0.0487,0.0405,0.01454124,0.002416667,0,-0.0012,-0.0051,0.000265719,-0.002666221,0.04907,0.048177
196305,70.8,2.1833,3.7967,0.551612193,0.0293,0.0422,0.0485,0.0406,0.014000631,0.002441667,0,0.0023,0.0048,0.000231915,-0.002729236,0.019674,0.013844
196306,69.37,2.2,3.84,0.567281575,0.0299,0.0423,0.0484,0.0407,0.017602692,0.002491667,0.0043716,0.0019,0.0043,0.000227261,-0.002771582,-0.018605,-0.019806
196307,69.13,2.2033,3.88,0.576621659,0.0318,0.0426,0.0484,0.0407,0.009318574,0.00265,0.0043526,0.0031,0.0028,0.000457707,-0.002038984,-0.001821,-0.003131
196308,72.5,2.2067,3.92,0.549827236,0.0332,0.0429,0.0483,0.0408,0.009519622,0.002766667,0,0.0021,0.0035,0.000291435,-0.001955469,0.053466,0.048496
196309,71.7,2.21,3.96,0.547223625,0.0338,0.0431,0.0484,0.041,0.010313262,0.002816667,0,0.0004,-0.0023,0.000292824,-0.001524392,-0.010402,-0.011579
196310,74.01,2.2333,3.98,0.530964077,0.0345,0.0432,0.0483,0.0415,0.010279966,0.002875,0.0010852,-0.0026,0.0049,0.000408502,-0.001756359,0.034825,0.03329
196311,73.23,2.2567,4,0.534296221,0.0352,0.0433,0.0484,0.0414,0.006012545,0.002933333,0.001084,0.0051,0.0015,0.002857749,-0.001757576,-0.004487,-0.011085
196312,75.02,2.28,4.02,0.525591454,0.0352,0.0435,0.0485,0.0417,0.008954678,0.002933333,0.0021645,-0.0006,-0.0034,0.000226854,-0.001496869,0.026065,0.024651
196401,77.04,2.2967,4.0733,0.510606871,0.0352,0.0439,0.0483,0.0421,0.014293524,0.002933333,0.0010805,-0.0014,0.0087,0.000168832,-0.001727961,0.027391,0.026373
196402,77.8,2.3133,4.1267,0.501162297,0.0353,0.0436,0.0483,0.0424,0.017407874,0.002941667,-0.0010805,-0.0011,0.0054,6.93866E-05,-0.001488416,0.017015,0.012171
196403,78.98,2.33,4.18,0.523675442,0.0354,0.0438,0.0483,0.0424,0.017783196,0.00295,0.0010805,0.0037,-0.0062,9.48432E-05,-0.001857946,0.017232,0.015814
196404,79.46,2.3467,4.23,0.525303107,0.0347,0.044,0.0485,0.0423,0.020767958,0.002891667,0.0010793,0.0047,0.004,0.00023938,-0.001983503,0.006192,0.005297
196405,80.37,2.3633,4.28,0.51903578,0.0348,0.0441,0.0485,0.0422,0.021179272,0.0029,0,0.005,0.0057,0.000182676,-0.001928923,0.016815,0.01146
196406,81.69,2.38,4.33,0.512206855,0.0348,0.0441,0.0485,0.0419,0.020502939,0.0029,0.0021552,0.0069,0.0048,0.00035802,-0.00198863,0.018084,0.016779
196407,83.18,2.4,4.3767,0.506360718,0.0346,0.044,0.0483,0.0421,0.021312605,0.002883333,0.0021505,0.0008,0.0052,0.000174685,-0.002237911,0.01891,0.017953
196408,81.83,2.42,4.4233,0.507942944,0.035,0.0441,0.0482,0.0423,0.020696583,0.002916667,-0.0010747,0.002,0.0037,0.000362715,-0.001872056,-0.011621,-0.016285
196409,84.18,2.44,4.47,0.486537121,0.0353,0.0442,0.0482,0.0421,0.020403063,0.002941667,0.0021482,0.005,0.0021,0.000143247,-0.001953168,0.030399,0.029022
196410,84.86,2.46,4.4967,0.487813259,0.0357,0.0442,0.0481,0.0421,0.02011571,0.002975,0.0010724,0.0043,0.005,0.000177618,-0.002225736,0.008745,0.007566
196411,84.42,2.48,4.5233,0.486503775,0.0364,0.0443,0.0481,0.0422,0.019166391,0.003033333,0.0021413,0.0017,-0.0004,0.000192385,-0.002480246,0.001598,-0.004588
196412,84.75,2.5,4.55,0.4872273,0.0384,0.0444,0.0481,0.0423,0.023094426,0.0032,0.0010689,0.003,0.0088,0.000328642,-0.002380573,0.005228,0.003803
196501,87.56,2.5167,4.5933,0.471723191,0.0381,0.0443,0.048,0.0422,0.017902888,0.003175,0,0.004,0.0081,0.000152342,-0.002200744,0.034791,0.033837
196502,87.43,2.5333,4.6367,0.471399478,0.0393,0.0441,0.0478,0.0424,0.01482136,0.003275,0,0.0014,0.0009,0.000330898,-0.002201776,0.003746,-0.000853
196503,86.16,2.55,4.68,0.469489905,0.0393,0.0442,0.0478,0.0422,0.01913236,0.003275,0.0010678,0.0054,0.0012,0.000121384,-0.002137368,-0.012213,-0.013685
196504,89.11,2.57,4.7333,0.452559335,0.0393,0.0443,0.048,0.0422,0.014720715,0.003275,0.0031966,0.0036,0.0021,0.000141749,-0.002142974,0.035612,0.034769
196505,88.42,2.59,4.7867,0.454664285,0.0389,0.0444,0.0481,0.0423,0.016243187,0.003241667,0.0021254,0.0018,-0.0008,0.000289086,-0.002565615,-0.003122,-0.008354
196506,84.12,2.61,4.84,0.480858957,0.038,0.0446,0.0485,0.0423,0.017549248,0.003166667,0.0052938,0.0047,0.0003,0.00189883,-0.00238082,-0.04688,-0.048367
196507,85.25,2.6267,4.8867,0.473382176,0.0384,0.0448,0.0488,0.0424,0.015625596,0.0032,0.0010554,0.0022,0.0019,0.00049157,-0.001918184,0.014486,0.013678
196508,87.17,2.6433,4.9333,0.467360878,0.0384,0.0449,0.0488,0.0428,0.015599341,0.0032,-0.0021119,-0.0013,-0.0006,0.000105073,-0.001735749,0.02756,0.022473
196509,89.96,2.66,4.98,0.448537471,0.0392,0.0452,0.0491,0.0433,0.016893596,0.003266667,0.0021119,-0.0034,-0.0015,0.00026877,-0.001395145,0.033366,0.032034
196510,92.42,2.68,5.05,0.434420599,0.0403,0.0456,0.0493,0.0433,0.01746245,0.003358333,0.0010543,0.0027,0.0046,0.000181455,-0.000998554,0.028812,0.027737
196511,91.61,2.7,5.12,0.440895311,0.0409,0.046,0.0495,0.0441,0.020761642,0.003408333,0.0021053,-0.0062,-0.0057,0.000116574,-0.00101973,-0.003821,-0.010306
196512,92.43,2.72,5.19,0.430637806,0.0438,0.0468,0.0502,0.045,0.020836266,0.00365,0.0031496,-0.0078,-0.0149,0.000290821,-0.000812888,0.010349,0.009059
196601,92.88,2.74,5.24,0.424398328,0.0459,0.0474,0.0506,0.0457,0.020277389,0.003825,0,-0.0104,0.0022,0.000130358,-0.000539762,0.005705,0.004874
196602,91.22,2.76,5.29,0.438496045,0.0465,0.0478,0.0512,0.0477,0.020025631,0.003875,0.0062696,-0.025,-0.0113,0.000318495,-0.000793696,-0.01275,-0.017548
196603,89.23,2.78,5.34,0.490175936,0.0459,0.0492,0.0532,0.046,0.016787641,0.003825,0.0031201,0.0296,-0.0059,0.001005489,-0.000488877,-0.023041,-0.024608
196604,91.06,2.7967,5.38,0.485498244,0.0462,0.0496,0.0541,0.0467,0.015635673,0.00385,0.0041451,-0.0063,0.0013,0.000328791,-0.000776857,0.022158,0.02125
196605,86.13,2.8133,5.42,0.512742204,0.0464,0.0498,0.0548,0.0473,0.015944913,0.003866667,0.0010336,-0.0059,-0.0026,0.002097589,-0.000420746,-0.04914,-0.054645
196606,84.74,2.83,5.46,0.520974601,0.045,0.0507,0.0558,0.0477,0.017122262,0.00375,0.0030944,-0.0016,0.003,0.000515804,-0.000666017,-0.01438,-0.015904
196607,83.6,2.85,5.4767,0.534943001,0.048,0.0516,0.0568,0.0482,0.01864057,0.004,0.0030848,-0.0037,-0.0098,0.000939925,-0.001022473,-0.012129,-0.013039
196608,77.1,2.87,5.4933,0.574954656,0.0496,0.0531,0.0583,0.0499,0.021469536,0.004133333,0.0051203,-0.0206,-0.0259,0.003165602,-0.001167014,-0.07165,-0.077487
196609,76.56,2.89,5.51,0.585492496,0.0537,0.0549,0.0609,0.048,0.016983868,0.004475,0.0020408,0.0332,0.0078,0.001466978,-0.001706522,-0.006244,-0.007692
196610,80.2,2.8833,5.5233,0.561661318,0.0535,0.0541,0.061,0.0467,0.015183575,0.004458333,0.0040692,0.0228,0.0261,0.002371054,-0.001371626,0.048333,0.047244
196611,80.45,2.8767,5.5367,0.57264493,0.0532,0.0535,0.0613,0.048,0.017549156,0.004433333,0,-0.0148,-0.002,0.000732455,-0.001140659,0.011223,0.003741
196612,80.33,2.87,5.55,0.576945106,0.0496,0.0539,0.0618,0.0455,0.017207926,0.004133333,0.0010147,0.0413,0.0201,0.000526475,-4.98789E-05,0.000326,-0.001089
196701,86.61,2.88,5.5167,0.533363141,0.0472,0.052,0.0597,0.0448,0.015697792,0.003933333,0,0.0154,0.045,0.000744904,0.000249178,0.079215,0.077723
196702,86.78,2.89,5.4833,0.540047893,0.0456,0.0503,0.0582,0.0465,0.017701209,0.0038,0.0010137,-0.0221,-0.0201,0.000400429,0.000555256,0.007514,0.00242
196703,90.2,2.9,5.45,0.549550798,0.0426,0.0513,0.0585,0.0455,0.014921684,0.00355,0.0020243,0.0198,0.0117,0.000427971,0.000718071,0.041137,0.039544
